"","year","Murder","Brazil","Colombia","France","Iraq","Syria","Government","Military","Political","Male","Local","Freelance","War"
"1044",2005,1,0,0,0,0,0,0,0,0,1,1,0,0
"1045",2016,1,0,0,0,0,0,0,0,0,1,0,0,0
"1046",2011,1,0,0,0,0,0,1,0,0,1,1,1,0
"1047",2014,1,1,0,0,0,0,1,0,0,1,1,0,0
"1048",1992,1,0,0,0,0,0,1,0,0,1,1,0,1
"1049",1992,1,0,0,0,0,0,0,0,1,1,0,1,1
"1050",2010,0,0,0,0,0,0,0,0,1,1,1,0,1
"1051",2011,0,0,0,0,0,0,0,0,1,1,1,0,0
"1052",2005,1,0,0,0,0,0,1,0,0,1,1,0,0
"1053",1998,1,0,0,0,0,0,0,0,0,1,0,0,0
"1054",2015,1,0,0,1,0,0,0,0,1,1,1,1,0
"1056",2001,0,0,0,0,0,0,0,1,0,1,0,0,1
"1057",1994,1,0,0,0,0,0,0,1,0,1,1,0,0
"1058",1993,1,0,0,0,0,0,0,1,0,1,1,0,0
"1059",2000,0,0,0,0,0,0,0,0,1,1,1,0,1
"1060",2006,1,0,0,0,0,0,1,0,0,1,1,0,0
"1061",2007,1,0,0,0,0,0,0,0,1,1,1,1,0
"1062",2019,0,0,0,0,0,0,1,0,0,1,1,0,0
"1063",2009,0,0,0,0,0,0,1,0,0,1,1,1,1
"1064",2017,0,0,0,0,0,1,0,1,0,1,1,0,1
"1065",2007,1,0,0,0,1,0,0,0,1,1,1,0,1
"1066",2013,1,0,0,0,1,0,0,0,1,1,1,0,0
"1067",1993,1,0,0,0,0,0,0,0,1,1,1,0,0
"1068",1995,1,0,0,0,0,0,0,0,1,0,1,0,0
"1069",2018,1,0,0,0,0,1,0,0,1,1,1,0,1
"1070",2005,1,0,0,0,1,0,0,0,1,0,1,0,1
"1071",2005,1,0,1,0,0,0,1,0,0,1,1,0,0
"1072",2019,1,0,0,0,0,0,0,0,0,1,1,0,0
"1073",2005,1,0,0,0,1,0,0,0,1,1,1,0,1
"1074",2002,0,0,0,0,0,0,0,1,0,1,0,1,1
"1075",2011,1,0,0,0,0,0,0,0,1,1,1,1,0
"1077",2016,1,0,0,0,0,0,0,0,0,1,1,0,0
"1078",2012,1,0,0,0,0,0,0,0,0,1,1,0,0
"1079",2017,1,0,0,0,0,0,0,0,0,1,1,1,0
"1081",2013,1,0,0,0,0,0,0,0,0,1,1,0,0
"1082",2020,1,0,0,0,0,0,0,0,0,1,1,0,0
"1083",2002,1,0,0,0,0,0,0,0,1,1,1,0,0
"1084",1992,0,0,0,0,0,0,1,0,0,1,1,1,0
"1085",2012,0,0,0,0,0,1,0,1,0,1,1,1,1
"1086",2014,0,0,0,0,0,1,0,1,0,1,1,0,1
"1087",2014,0,0,0,0,0,0,0,1,0,1,1,0,1
"1088",2018,0,0,0,0,0,0,0,0,1,1,1,0,1
"1090",1999,0,0,0,0,0,0,0,1,0,1,1,1,1
"1091",2015,1,0,0,0,0,0,0,0,1,0,1,0,1
"1092",2020,0,0,0,0,0,1,0,1,0,1,1,0,1
"1094",2008,0,0,0,0,0,0,0,0,1,1,1,0,1
"1096",2012,1,0,0,0,0,0,1,0,0,0,1,0,0
"1099",2005,1,0,0,0,0,0,0,0,1,0,1,0,0
"1100",2012,1,0,0,0,0,1,0,1,0,1,0,1,1
"1101",2020,1,0,0,0,0,0,0,0,1,1,1,0,0
"1103",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1104",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1105",2010,1,0,0,0,1,0,0,0,1,1,1,0,0
"1106",1995,1,0,0,0,0,0,0,1,0,1,1,0,1
"1108",2004,0,0,0,0,0,0,0,0,1,1,1,0,0
"1110",2003,1,0,0,0,0,0,0,0,0,1,1,0,0
"1111",2010,1,0,0,0,0,0,0,0,0,1,1,1,0
"1112",2006,1,0,0,0,1,0,0,0,1,1,1,0,1
"1113",2018,1,0,0,0,0,0,0,0,0,1,1,0,0
"1114",2005,0,0,0,0,0,0,0,1,0,1,1,0,1
"1115",2001,1,0,0,0,0,0,0,0,0,1,1,0,0
"1116",2006,1,0,0,0,0,0,0,0,0,1,1,0,0
"1117",2000,0,0,0,0,0,0,0,0,0,1,1,0,0
"1118",2002,0,0,0,0,0,0,0,1,0,1,0,1,1
"1119",1999,1,0,1,0,0,0,0,0,0,1,1,0,0
"1120",2007,1,0,0,0,0,0,0,0,0,1,1,0,0
"1121",2013,1,1,0,0,0,0,1,0,0,1,1,0,0
"1122",2004,1,0,0,0,0,0,1,0,0,1,1,0,0
"1123",2016,0,0,0,0,0,0,0,1,0,1,1,0,1
"1124",2001,1,0,0,0,0,0,0,0,0,1,1,0,0
"1125",2005,1,0,0,0,0,0,0,0,0,1,1,0,0
"1126",2004,1,0,0,0,0,0,1,0,0,1,1,0,0
"1127",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1128",1993,1,0,0,0,0,0,1,0,0,1,1,0,0
"1130",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1131",2020,1,0,0,0,0,0,1,0,0,1,1,0,0
"1132",1993,0,0,0,0,0,0,0,1,0,1,0,0,0
"1133",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1134",2004,1,0,0,0,0,0,0,0,0,1,1,0,0
"1135",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1138",2010,0,0,0,0,0,0,0,0,1,1,0,0,1
"1140",1997,0,0,0,0,0,0,0,0,1,1,1,0,0
"1141",1997,0,0,0,0,0,0,0,0,1,1,1,0,0
"1142",2019,0,0,0,0,0,1,0,1,0,1,1,0,1
"1144",2011,0,0,0,0,1,0,0,0,1,1,1,0,0
"1145",2018,1,0,0,0,0,0,0,0,1,1,1,0,1
"1146",2014,1,0,0,0,0,0,0,0,0,1,1,0,0
"1147",2006,1,0,0,0,1,0,0,0,1,1,1,0,1
"1149",2006,1,0,0,0,1,0,0,0,1,1,1,1,1
"1150",2020,0,0,0,0,1,0,0,0,0,1,1,0,0
"1151",2004,0,0,0,0,1,0,0,0,1,1,1,0,0
"1152",2016,1,0,0,0,0,0,0,0,1,0,1,0,0
"1153",2007,1,0,0,0,1,0,0,0,1,0,1,1,1
"1154",2013,1,0,0,0,0,0,0,0,1,1,1,0,0
"1157",2009,1,0,0,0,0,0,0,0,1,1,1,0,1
"1160",1997,1,0,0,0,0,0,0,0,1,1,1,0,0
"1162",2007,1,0,0,0,1,0,0,0,1,1,1,0,1
"1163",2016,1,0,0,0,1,0,0,0,1,1,1,0,1
"1164",2013,0,0,0,0,0,0,0,0,1,1,1,0,0
"1166",2004,1,0,0,0,0,0,1,0,0,1,1,0,0
"1167",2013,0,0,0,0,0,0,0,0,1,1,1,0,0
"1168",2011,1,0,0,0,0,0,0,1,0,1,1,0,1
"1169",2018,1,0,0,0,0,0,0,0,1,1,1,0,1
"1170",2013,0,0,0,0,0,0,0,0,0,1,1,0,0
"1171",2005,0,0,0,0,1,0,0,1,0,1,1,0,1
"1172",2014,0,0,0,0,0,1,0,1,0,1,1,0,1
"1173",2007,1,0,0,0,1,0,0,0,1,1,0,0,1
"1174",1992,0,0,0,0,0,0,0,1,0,1,1,0,1
"1175",2017,1,0,0,0,0,0,1,0,0,1,1,0,0
"1176",2001,1,0,0,0,0,0,0,0,0,1,1,0,0
"1177",1999,0,0,0,0,0,0,0,0,1,1,1,0,0
"1178",2005,1,0,0,0,1,0,0,0,1,1,1,0,1
"1179",2014,0,0,0,0,0,0,0,1,0,1,1,0,1
"1180",2016,1,0,0,0,0,1,0,0,1,1,1,0,1
"1182",2016,1,0,0,0,0,1,0,0,1,1,1,0,1
"1183",2018,0,0,0,0,0,0,0,0,1,1,1,0,1
"1184",2005,1,0,0,0,0,0,1,0,0,1,1,0,0
"1186",2004,1,1,0,0,0,0,1,0,0,1,1,0,0
"1187",2019,0,0,0,0,0,0,0,1,0,1,1,0,0
"1188",2018,1,0,0,0,0,0,0,0,0,1,1,0,0
"1189",1999,1,0,0,0,0,0,0,1,0,1,0,1,1
"1190",2014,0,1,0,0,0,0,0,0,0,1,1,0,0
"1191",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1192",2000,0,0,0,0,0,0,0,0,0,1,1,0,0
"1193",2012,0,0,0,0,0,0,0,0,1,1,1,0,0
"1194",2010,1,0,0,0,1,0,1,0,0,1,1,1,0
"1195",2007,1,0,0,0,1,0,0,0,1,1,1,0,1
"1197",2003,1,0,0,0,0,0,0,0,0,1,1,1,0
"1198",2012,0,0,0,0,0,0,1,0,0,1,1,1,0
"1199",2017,0,0,0,0,0,0,0,0,1,1,1,0,0
"1200",2017,0,0,0,0,0,0,0,0,1,1,1,0,0
"1201",1995,1,0,0,0,0,0,1,0,0,1,1,0,0
"1202",1998,1,0,0,0,0,0,0,0,0,1,1,0,0
"1203",2007,1,0,0,0,0,0,0,0,1,1,1,0,1
"1204",2004,0,0,0,0,1,0,0,0,1,1,1,1,0
"1206",1993,0,0,0,0,0,0,0,1,0,1,1,0,0
"1208",2020,1,0,0,0,0,0,0,0,1,1,1,0,1
"1209",2011,0,0,0,0,0,0,0,0,1,1,1,0,0
"1210",2018,1,0,0,0,0,0,0,0,1,1,1,0,1
"1211",2002,1,0,0,0,0,0,1,0,0,1,1,0,0
"1212",2013,0,0,0,0,0,1,0,1,0,1,1,1,1
"1213",1999,0,0,0,0,0,0,0,1,0,1,1,0,1
"1214",1995,0,0,0,0,0,0,0,1,0,1,1,0,1
"1215",2000,1,0,0,0,0,0,0,0,0,1,1,1,0
"1216",2014,1,0,0,0,0,0,0,0,0,1,1,0,0
"1217",2017,0,0,0,0,0,0,0,0,0,1,1,0,0
"1218",1999,0,0,0,0,0,0,0,1,0,1,0,0,1
"1219",2007,1,0,0,0,1,0,0,0,1,1,1,0,0
"1220",2016,0,0,0,0,0,0,0,0,1,1,1,0,0
"1222",2010,1,0,0,0,0,0,0,0,1,1,1,0,1
"1223",2017,0,0,0,0,1,0,0,0,1,0,1,0,1
"1224",2008,1,0,0,0,1,0,0,0,1,1,1,0,1
"1225",2004,0,0,0,0,1,0,0,0,1,1,0,1,1
"1227",2009,0,0,0,0,0,0,0,1,0,0,1,0,1
"1228",2020,1,0,0,0,0,0,0,0,0,1,1,0,0
"1230",2002,1,0,0,0,0,0,0,0,1,1,1,0,0
"1232",2004,1,0,0,0,0,0,0,0,1,1,0,1,0
"1233",2014,0,0,0,0,0,0,0,1,0,1,0,0,1
"1235",1999,1,0,0,0,0,0,1,0,0,1,1,0,0
"1237",1993,1,0,0,0,0,0,0,0,1,1,1,0,0
"1238",2006,1,0,0,0,1,0,0,0,1,1,1,0,1
"1240",2018,1,0,0,0,0,0,0,0,0,1,1,0,0
"1241",2010,1,0,0,0,0,0,0,0,1,1,1,0,0
"1242",2015,1,0,0,0,0,0,0,0,0,1,1,0,0
"1243",2002,1,0,0,0,0,0,1,0,0,1,1,0,0
"1244",2008,1,0,0,0,1,0,1,0,0,1,1,0,0
"1245",2008,0,0,0,0,0,0,0,1,0,1,0,0,1
"1246",2010,0,0,0,0,0,0,0,0,1,1,0,1,0
"1247",2017,0,0,0,0,1,0,0,0,1,1,0,1,1
"1248",2015,1,0,0,1,0,0,0,0,1,1,1,0,0
"1249",2014,1,0,0,0,0,1,0,0,1,1,0,1,1
"1250",2005,1,0,0,0,1,0,0,0,0,1,0,1,1
"1251",2007,1,0,0,0,0,0,0,0,1,1,1,0,0
"1252",2006,1,0,0,0,0,0,1,0,0,1,1,0,0
"1253",2017,0,0,0,0,1,0,0,0,1,1,1,0,1
"1254",2017,1,0,0,0,0,0,1,0,0,1,1,0,0
"1255",2000,1,0,0,0,0,0,0,0,0,1,1,0,0
"1256",2009,0,0,0,0,1,0,0,0,1,1,1,0,1
"1257",2017,0,0,0,0,1,0,0,0,1,1,1,1,1
"1258",2013,1,0,0,0,0,1,0,0,1,1,1,0,1
"1259",2007,1,0,0,0,0,0,0,0,1,1,1,0,0
"1260",2009,0,0,0,0,0,0,0,0,1,1,1,1,1
"1261",2010,1,0,0,0,0,0,0,0,0,1,1,0,0
"1262",1999,0,0,0,0,0,0,0,1,0,1,1,0,1
"1263",2007,0,0,0,0,0,0,0,1,0,1,1,0,1
"1264",2011,1,0,0,0,0,0,0,1,0,1,1,0,0
"1265",2007,0,0,0,0,0,0,0,1,0,1,1,0,1
"1266",1993,1,0,0,0,0,0,1,0,0,1,1,0,0
"1267",2016,0,0,0,0,0,1,0,1,0,1,1,1,1
"1268",1993,1,0,0,0,0,0,0,0,1,1,1,0,0
"1269",2009,0,0,0,0,0,0,0,0,1,1,1,1,1
"1271",2017,0,0,0,0,0,0,0,0,1,1,1,0,0
"1272",2017,0,0,0,0,0,0,0,0,1,1,1,1,1
"1273",2013,0,0,0,0,0,0,1,0,0,1,1,0,0
"1275",1998,1,0,0,0,0,0,0,0,1,1,0,0,0
"1276",2003,0,0,0,0,1,0,0,1,0,1,1,0,1
"1277",2003,0,0,0,0,1,0,0,1,0,1,0,0,1
"1278",2014,1,0,0,0,0,0,0,0,0,1,1,0,0
"1279",1993,0,0,0,0,0,0,0,1,0,1,0,1,1
"1282",2008,1,0,0,0,0,0,0,0,1,1,1,0,0
"1283",2003,0,0,0,0,1,0,0,1,0,1,0,0,1
"1284",2007,1,0,0,0,1,0,0,0,1,1,1,0,0
"1285",2015,0,0,0,0,0,1,0,0,1,1,1,1,1
"1286",2015,1,0,0,0,1,0,0,0,1,1,1,0,1
"1287",2006,1,0,0,0,1,0,0,0,1,1,1,0,1
"1288",1994,1,0,0,0,0,0,0,0,0,1,1,0,0
"1289",1996,1,0,0,0,0,0,1,0,0,1,1,0,0
"1290",1992,0,0,0,0,0,0,0,1,0,1,1,1,1
"1291",2011,0,0,0,0,0,0,0,1,0,1,0,1,1
"1292",2002,1,1,0,0,0,0,0,0,0,1,1,0,0
"1294",1994,1,0,0,0,0,0,1,0,0,1,1,0,0
"1297",2014,0,0,0,0,0,1,0,1,0,1,1,1,1
"1298",1999,0,0,0,0,0,0,0,1,0,1,1,0,0
"1299",1999,0,0,0,0,0,0,0,1,0,1,1,0,0
"1300",1993,1,0,0,0,0,0,0,0,1,1,1,0,0
"1301",2001,1,0,0,0,0,0,0,0,0,1,0,0,1
"1302",2009,1,0,0,0,0,0,0,0,1,0,1,0,0
"1303",2011,1,0,0,0,0,0,0,0,0,1,1,0,0
"1304",1995,1,0,0,0,0,0,0,0,0,1,1,0,0
"1305",2019,1,0,0,0,0,0,1,0,0,1,1,1,0
"1307",2010,1,0,0,0,0,0,0,0,0,1,1,0,0
"1308",2012,1,1,0,0,0,0,0,1,0,1,1,0,0
"1309",2002,1,0,0,0,0,0,0,0,0,1,1,0,0
"1310",2019,0,0,0,0,0,1,0,1,0,1,0,1,1
"1311",2004,1,0,0,0,0,0,0,0,0,1,1,0,0
"1313",1996,1,0,0,0,0,0,0,0,0,0,1,0,0
"1314",2017,0,0,0,0,1,0,0,0,1,0,0,0,1
"1316",1997,1,0,0,0,0,0,1,0,0,1,1,0,0
"1318",2009,1,0,0,0,0,0,1,0,0,1,1,0,0
"1319",2010,0,0,0,0,0,0,0,0,1,1,1,0,0
"1321",1996,1,0,0,0,0,0,0,0,0,1,1,0,0
"1323",1996,0,0,0,0,0,0,0,1,0,1,1,0,1
"1324",1995,1,0,0,0,0,0,0,0,0,1,0,0,0
"1325",2000,0,0,0,0,0,0,0,0,1,1,1,0,0
"1326",1994,1,0,0,0,0,0,0,1,0,1,1,0,0
"1327",1992,0,0,0,0,0,0,0,1,0,1,1,0,1
"1328",2020,1,0,0,0,0,0,0,0,1,1,1,0,0
"1329",1993,1,0,0,0,0,0,0,0,0,1,1,0,0
"1330",1993,0,0,0,0,0,0,0,1,0,1,1,0,0
"1332",2000,1,0,0,0,0,0,0,0,1,1,1,0,1
"1333",1995,0,0,0,0,0,0,0,1,0,1,1,0,1
"1335",2001,0,0,0,0,0,0,0,1,0,1,0,1,1
"1336",1999,0,0,0,0,0,0,0,0,0,1,0,0,1
"1337",2014,1,0,0,0,0,0,0,0,0,1,1,0,0
"1338",2004,1,0,0,0,1,0,0,0,1,1,1,0,1
"1339",2013,0,0,0,0,1,0,0,0,0,1,1,0,1
"1340",2017,0,0,0,0,0,0,0,0,1,1,1,1,1
"1341",2011,0,0,0,0,0,0,0,1,0,1,1,1,0
"1342",2004,0,0,0,0,1,0,0,0,1,1,0,0,1
"1343",2005,0,0,0,0,1,0,0,1,0,1,1,0,1
"1344",2013,1,1,0,0,0,0,1,0,0,1,1,1,0
"1345",2011,1,0,0,0,0,0,0,0,1,1,1,0,0
"1346",2013,0,0,0,0,0,1,0,1,0,1,1,1,1
"1347",2015,0,0,0,0,0,1,0,1,0,1,1,0,1
"1348",2015,1,0,0,0,0,0,0,0,1,1,1,1,0
"1349",2013,1,0,0,0,1,0,0,0,1,0,1,0,0
"1350",2018,1,0,0,0,0,0,0,0,0,0,1,0,0
"1351",2001,0,0,0,0,0,0,0,0,1,1,0,1,0
"1353",1994,1,0,0,0,0,0,0,1,0,0,1,0,0
"1354",2008,0,0,0,0,1,0,0,1,0,1,1,0,1
"1355",2012,1,0,0,0,0,0,0,0,0,1,1,0,0
"1356",2001,1,0,0,0,0,0,1,0,0,1,1,1,0
"1357",2006,1,0,0,0,0,0,1,0,0,1,1,0,0
"1358",1999,0,0,0,0,0,0,0,1,0,1,0,0,1
"1360",2015,1,0,0,0,1,0,0,0,1,1,1,0,0
"1361",1992,1,0,0,0,0,0,1,0,0,1,1,0,0
"1362",2017,1,0,0,0,0,0,0,0,0,1,1,0,0
"1363",2018,1,0,0,0,0,0,0,0,1,1,1,0,1
"1364",2013,0,0,0,0,0,1,0,0,1,0,1,0,1
"1365",2018,0,0,0,0,0,0,0,1,0,1,1,0,0
"1368",2013,1,0,0,0,0,1,0,0,1,1,0,1,1
"1370",2014,0,0,0,0,0,1,0,1,0,1,1,0,1
"1371",2013,0,0,0,0,0,1,0,1,0,1,1,0,1
"1372",2015,0,0,0,0,0,0,0,1,0,1,1,0,1
"1373",2013,0,0,0,0,0,1,0,1,0,1,1,1,1
"1374",2003,1,0,0,0,0,0,1,0,0,1,1,0,1
"1375",1994,1,0,0,0,0,0,0,0,0,1,1,0,0
"1376",2007,0,0,0,0,1,0,0,0,1,1,1,0,1
"1378",2012,0,0,0,0,0,1,0,1,0,1,1,0,1
"1379",1993,0,0,0,0,0,0,0,1,0,1,1,0,0
"1381",1997,0,0,0,0,0,0,0,0,1,1,1,0,0
"1382",2016,0,0,0,0,0,0,0,0,1,1,1,1,1
"1383",2016,1,0,0,0,0,0,0,0,1,1,0,0,1
"1385",2003,1,0,0,0,0,0,1,0,0,0,0,1,0
"1386",2015,0,0,0,0,0,1,0,1,0,1,1,0,1
"1388",2011,0,0,0,0,0,0,1,0,0,1,1,1,0
"1390",2015,1,0,0,0,0,0,0,0,1,1,1,1,0
"1391",1995,1,1,0,0,0,0,0,0,0,1,1,0,0
"1392",2000,1,1,0,0,0,0,1,0,0,1,1,0,0
"1393",1999,0,0,0,0,0,0,0,1,0,1,0,0,1
"1394",1995,1,0,0,0,0,0,0,0,1,1,1,0,0
"1395",2007,1,0,0,0,0,0,1,0,0,1,1,0,0
"1396",2014,0,0,0,0,0,0,0,0,1,1,1,0,1
"1397",1993,1,0,0,0,0,0,0,0,0,1,1,0,0
